" İÇERİK"," SINIF"
" bu video harika .....!!! Bunu çok seviyorum........ve katy perry'yi çok seviyorum","0"
"İyi ki sprey bronzlaştırıcısını, saç tasarımcısını, makyaj sanatçısını ve kameramanını getirmiş.","0"
" 666.002.018 görüntüleme! 666 milyon. 666! Katy Perry illuminati onaylandı!!!﻿","0"
" Gitar cover'ları yapıyorum, lütfen kanalıma bir göz atın","1"
" Bu bebeğin bu kadar yakışıklı olması yasa dışı olmalı...﻿","0"
" Katy benim, hayallerimin kızı ♥﻿","0"
" Bu şarkıyı seviyorum","0"
" O formda","0"
"Roar şarkısını seviyorum, beni düşündürüyor, yolumu dolduruyor","0"
" Bir seçeneğiniz olduğunu ve ne yazık ki bir uçak kazasından kurtulma şansınızın 1/1000 olduğunu nasıl unutursunuz?","0"
" o bir aptal. bu aptalca bir video. şarkı sözleri tamamen onunla ve ne kadar harika olduğuyla ilgili. o kibirli, belli ki. ama mesele şu ki çok fazla aptal var.. buna ne kadar çok hit geldiğine bakın. onu dinleyen genç aptal kızların sayısı milyonları buluyor sanırım. bu video bir çöp parçası. neden birileri bunu beğensin ya da dinlesin ki? çünkü bu aptal küçük kızların aptal babaları ve anneleri var.. ve böylece onlar da aptal olacaklar.. tıpkı bu aptal şarkıcı gibi.","0"
":: DİKKAT : HAVAİ FİŞEK'in 500 milyona ulaşması için 10 milyon daha izlenmeye ihtiyacımız var.. Katy'nin doğum gününe sadece 1 buçuk gün kaldı. Dinle Nasıl mümkün olabilir??  ; ;SADECE Farklı Tarayıcılardan Farklı Sekmeler Aç  ; ;Videonun tamamını izlemeyin, Unutmayın Elimizde zaman yok, Zaman Kaybı. Sadece 30 saniye izleyin. Lütfen beğenin ve paylaşın","1"
" ((hızlı facebook)) tüm renklerin ücretsiz sürümü ve hızlı ve güzel özelliği ile hemen indirin https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿","1"
" Hey Katycats! Katy'nin 30. doğum gününü kutlamak için İngiltere saatiyle gece yarısı bir film yayınlıyoruz! Kanalımıza abone olmayı ve filmi izlemeyi unutmayın!﻿","1"
"Bu şarkıdaki dizelerin, Lumineers'ın ""Hey Ho"" şarkısındaki dizelerle aynı melodiye sahip olduğunu yeni fark ettim.","0"
" :-D ♪♪♪ Bu benim en sevdiğim şarkı ♥﻿","0"
" bu şarkı asla eskimez  ;3","0"
" DOĞUM GÜNÜN KUTLU OLSUN KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen (Bu ben değilim)﻿","1"
"Hey! Çoğu insanın bu tür yorumları sevmediğini ve spam olarak gördüğünü biliyorum, ancak ben ücretsiz reklam olarak görüyorum. Bu yüzden lütfen Taylor Swift'in Sparks Fly cover'ına bir göz atın! Bildiğim en iyi cover değil, ancak belki birçoğunuzun cesaretlendirici bilgelik sözleriyle daha iyi olabilirim! Lütfen kanalıma gidin ve bir göz atın!﻿","1"
" Www.youniqueproducts.com/joannagordon Younique by Joanna Gordon www.youniqueproducts.com﻿","1"
" Senden hoşlanıyorum. Katy Perry 600▲60▲6▲﻿","0"
" Bugünün Katheryn'in doğum günü olduğunu bilen tek kişinin ben olmadığımı bilmek güzel :) Doğum günün kutlu olsun Katy... ve kız kardeşim. (Ciddi anlamda doğum günleri aynı...)﻿","0"
"Katy Perry şarkı söyleyemiyor. Duyduğum tek şey autotune.","0"
" Ondan nefret ediyorum. Neden? Çünkü şarkılarını kendisi yazmıyor, bunun için yapımcıları var. İkincisi, neden her şarkıda neredeyse çıplak görünüyor, belki de ilgi odağı olduğu içindir.","0"
" Ayrıca LuckyMusiqLive muhtemelen senin büyük olmana yardımcı olabilir çünkü bence yeteneklisin. Sadece ismini internette ara. Bu mesajı aldığında bana ulaş.","1"
" ET'nin davul cover'ına buradan göz atın! teşekkürler - ; /watch?v=NO9pOVZ9OIQ&amp;list=UUltuCDIHsDeI01by1OW7WuQ﻿","1"
" Ünlü insanları bir saatliğine ormana koyun ve bakın neler oluyor.","0"
" Kendini biraz saldı sanki, değil mi?","0"
" hepimiz seni seviyoruz Katy Perry  ;3﻿","0"
" TSU'ya ücretsiz üye olun ve sosyal medyada para kazanmaya başlayın. Beni ekleyin/takip edin, ben de sizi takip edeyim!! http://tsu.co/Roberts9010﻿","1"
" Kızımın müziğiyle özdeşleşebildiğimde çok mutlu oluyorum. :-) Katy Perry - Roar (Resmi): http://youtu.be/CevxZvSJLk8﻿","0"
" Beni abone et ve ben de seni abone edeyim!!﻿","1"
" Katy Perry - Roar (Resmi) #soundsofsunday #müzik","0"
" Katy'nin bunu söylediğini duyduğumda ağlıyorum. Şarkının derinliği var.","0"
" Bayılıyorum","0"
" İlluminati'ye inanan insanlar aptaldır, aynı insanlar 11 Eylül'ün Amerikan hükümeti tarafından yapıldığına inanıyorlar.","0"
" lütfen kanalıma abone olun, abone olmanız gerekiyor ve abone olursanız ben de abone olurum, yardıma ihtiyacım var","1"
" lütfen DHG SONGS'a bakın bu benim bir sürü harika şarkının olduğu çalma listem","1"
"Hey! Ben NERDY PEACH ve yeni bir youtuber'ım ve bunları kontrol ederseniz bu benim için TAM ANLAMIYLA dünyalar anlamına gelir!  ;3 Umarım beğenirsiniz! =D﻿","1"
" 00 : 39 Kaplanın sadece sarılmak istediğinden oldukça eminim","0"
" http://vimeo.com/106865403﻿","1"
" bu şarkı bana güç veriyor! şarkı sözlerini seviyorum. bu video şarkı sözlerini gerçekten canlandırıyor. Hızlıca tanınıyorum çünkü anlamlı rap yapıyorum.. tuvalette suyun yanında işeyip sessiz olmanızı sağlarsanız beğenin...﻿","1"
" http://minhateca.com.br/mauro-sp2013/Filmes+Series+Desenhos+Animes+Mp3+etc","1"
"https://www.facebook.com/antroofficial","1"
" seni seviyorum katy perry çünkü shakira'dan daha güzel şarkı söyleyeceksin","0"
" http://hackfbaccountlive.com/?ref=4344749﻿","1"
" Facebook hesabı HACK!! http://hackfbaccountlive.com/?ref=4477063﻿","1"
" Katty Perry'i seviyorum","0"
" Perry, iyi iş çıkarıyorsun, iyi iş çıkarıyorsun, tüm videolarını seviyorum ve bu arada lütfen kanalıma tarif edebilir misin? Skyburst ışıklarının bir kanser olduğunu ve ünlü olmak için olabildiğince çok yorum almaya çalışıyorum. lütfen","1"
" Eğer kontrol etmek isterseniz bir cover yaptım TEŞEKKÜRLER...Michael 8 Yaşında","1"
" HERKES LÜTFEN EMA 2014'TE KATY'E OY VERİN !!!!! En iyi şarkı En iyi kadın En iyi pop En iyi canlı En iyi görünüm En iyi video LÜTFEN KATY'E OY VERİN !!!!! LÜTFEN LÜTFEN LÜTFEN !!!!! OY VERİN OY VERİN OY VERİN !!!!! KATY KATY KATY !!!!!﻿","1"
" Aman Tanrım... Roar, Vevo'da en çok beğenilen video oldu... 2 ay önce ise Justin's Baby idi... Tebrikler Katy. Alkışlar  ;3 ﻿","0"
" https://soundcloud.com/j-supt-fils-du-son/fucking-hostile﻿","1"
" https://www.facebook.com/myfunnyriddles​","1"
"Herkese merhaba! Müzik sever misiniz? O zaman neden müzik kanalıma göz atmıyorsunuz? LEXIS grubu yakında kendi şarkılarını ve cover'larını yükleyecek, bu yüzden kaçırmayın. Lütfen ABONE OLUN, çünkü bu bize çok yardımcı oluyor. Sadece bir tıklama yeterli. - ;﻿","1"
" https://www.facebook.com/photo.php?fbid=313454548839369&amp;set=a.207230212795137.1073741825.100005244783212&amp;type=1&amp;tiyatro 1111111111111111111﻿","1"
" Bu çöp yerine biraz açık gangsta rap dinlemeyi tercih ederim. Bu şarkı çöp!","0"
" DAMNNNNNNNN, o çok seksi O_O﻿","0"
"Çok güzel bir şarkı ve Katy melodinin üstüne harika geliyor. Adımı duyuran hit şarkım 'CRAZY' ile her gün bir sanatçı olarak büyüyorum. Hayranlarıma destekleri için daha fazla teşekkür edemem. Bir dakikanızı ayırıp? müziğimi kontrol edebilirseniz? belki hayalimi gerçekleştirmek için bana katılırsınız :) zaman ayırdığınız için teşekkür ederim","1"
" Seni seviyorum!!! Çünkü üzgün olduğumda beni gülümsetiyorsun, güzel şarkılarınla beni neşelendiriyorsun (:  ;3﻿","0"
" Bu şarkı şimdiye kadar duyduğum en sıkıcı, en ahmakça şarkı. ""Teenage Dream""i (şarkıyı) seven bir adamdan geliyor. Katy Perry'nin boşanmasından beri dalga dalga boktan ama başarılı şarkılar... ""Bu pop müziğin bir sonraki dalgası"" diyenleriniz için. Götünüze sokun. Katy Perry, Silly Putty gibidir.","0"
" Katy Perry - Roar (Resmi): http://youtu.be/CevxZvSJLk8. Bu şarkıyı ve videoyu çok seviyorum Katy Perry Rocks Wahoo! 😀😘﻿","0"
" Ve bir şekilde ormanın ortasında makyaja ulaşmayı başarıyor...","0"
" Çok gerçekçi görünüyor ve kızım sizin büyük hayranınız ve şarkılarınızın çoğunu seviyor.","0"
" Bu videonun neden yaklaşık 700.000.000 izlenme sayısına sahip olduğunu anlayamıyorum. Bazı insanlar 'Gangnam Style'ı komik buldu, bu da yüksek izlenme sayısını açıklıyor ama bu sadece berbat bir pop şarkısı. Bu konuda gerçekten hiçbir fikrim yok.","0"
"Dürüst olalım, ormanda tek başına 1 gün bile dayanamazsın. Peri dünyasında yaşamayı bırak.","0"
" bak ha https://www.facebook.com/marcos.sousa4?fref=ts﻿","1"
" Doğa güzeldir, insanları etkilemek için videoya meme koymaya gerek yok.","0"
" Bu çok aptalca. Gerçek hayatta bir aslana kükreseydin ölürdün","0"
" Bu şarkı harika!!! Her şeyi öne çıkardı ve tüm izleyiciler kendilerini videonun geçtiği yerde hayal edebildiler. Harika iş Katy Perry!!!!﻿","0"
" Katy Perry - Roar (Resmi): http://youtu.be/CevxZvSJLk8﻿","0"
" Katy Perry aslan﻿","0"
" Arkadaşlar, FB gibi yeni bir ağ var... Kayıt da ücretsiz, tek fark paylaşım, yorum ve gönderileri beğenme karşılığında ücret almanız... Paylaşım yapmak için FB'de zamanınızı boşa harcamayın. ödeme yapılıyor!! Günlük paylaşımlarınızla para kazanmak için buraya kaydolun!! https://www.tsu.co/slema13 Herkese hoş geldiniz! ;)﻿","1"
"Bu şarkıyı neden sevmediğimi anladım: bir power ballad olması gerekiyordu, değil mi? Sonunda canlandırıcı ve motive edici bir şey. Ancak, son nakarat sonunda HİÇBİR ekstra UMPH içermiyor ve aslında tıpkı ilk şarkı gibi geliyor. Güçlü bir bitişe doğru doruğa çıkmak yerine, ""Roar"" sadece aynı dalga boyunda diyor. Düz düşüyor.","0"
" bu şarkıyı seviyorum, video da şarkıyla mükemmel uyum sağlıyor","0"
" ""...Çünkü BEN bir şampiyonum...ve beni kükrerken duyacaksınız!"" Bugün BEN kendi şampiyonum Bugün BEN Yaratıcı için bir şampiyonum Bugün dünyamda olumlu şeyler yapıyorum Bugün etrafımdaki herkesi kutsuyorum ve iyileştiriyorum Bugün başarılıyım ve başarı yaratıyorum","0"
"#şimdi çalınıyor ""Weekendmix"" parçası 04: Katy Perry - Roar (DJ Denis Shmelev & DJ Alex Serov Remix) http://youtu.be/CevxZvSJLk8 Canlı dinleyin: www.smartfm.nl/livestream.html﻿","1"
" Katy Perry'nin şarkıları kadın sanatçıların şarkıları arasında en iyileridir.","0"
" Bu şarkıyı tüm hayvanlardan dolayı seviyorum ve bu şarkıyı seviyorum.","0"
" http://www.wattpad.com/story/26032883-she-can-love-you-good﻿","1"
" Bu şarkıyı çok seviyorum!:-D O kadar çok duydum ki sözlerini neredeyse ezberledim","0"
"Hey Arkadaşlar, bu yorumları atlamaya meyilli olduğunuzu biliyorum, ancak önce bir göz atın. Missouri'deki küçük bir kasabadan Free Fire, A Big Room, Progressive House, Deep House, Dubstep ve Chillstep yapımcısıyım. Burada, topluluktan hiçbir destek almıyorum ve tek istediğim biraz eleştiri, destek ve görüş. Müziğim 10 ay öncesine göre çok daha iyi hale geldi ve yeni içeriklerimin fazlasıyla tatmin edici olacağına söz veriyorum. Yakında reklam verebileceğim ve artık sizi rahatsız etmeyeceğim. Bu yüzden bana bir şans verin ve müziğimi dinleyin, teşekkürler ve Tanrı sizi korusun.","1"
" 2014'ün en son filmleri için lütfen bu siteyi ziyaret edin http://www.networkedblogs.com/p/11cPWb?ref=panorama﻿","1"
" Abone olmanızı çok sevdim","1"
"https://www.tsu.co/ToMeks Kayıt olun ;) bedava para;)﻿","1"
" güzel şarkı ama hepimiz biliyoruz ki Katy izlenmeleri satın alıyor..﻿","0"
" Kız arkadaşıma bak, evet, bok gibi","1"
" YouTube'daki bu videoyu izleyin:Facebook lhudygirlamaya","1"
" Hey millet, bu gerçek Kevin Hart, hayranlarıma sesleniyorum!!! Beni takip edin +RealKevinHeart","1"
" Akustik kanalımı inceleyin","1"
"♫Birilerinin bunu göreceğini biliyorum ♥ Bir hayalim var... En iyi videolara veya en iyi kaliteye sahip değilim Şu anda hiçbir yere varamadığımı hissediyorum ve yardımınıza ihtiyacım var ♫ Videolarımı izleyebilirseniz bu benim için dünyalar demek ♥ Lütfen bunu beğenin ki başkaları da görsün... Çok takdir ediyorum ♥♫ Nefret etmeden önce lütfen dinleyin. Dürüst olmak gerekirse çok takdir ediyorum Beni sevmek zorunda değilsin sadece bu 17 yaşındaki çocuğa bir şans ver","1"
" https://apps.facebook.com/my-polls/utsitcompetition2014?from=user_link&amp;ref_id=ouxg5e . Lütfen bu bağlantıyı açın ve anand niketan uluslararası okulu için oy verin, proje adı proje Fr-e-dom ve arkadaşlarınızla paylaşın.","1"
" Bu zavallı hayvanların olduğu bu tür videolardan nefret ediyorum.","0"
" Merhaba youtube","0"
" güzel ..çok güzel","0"
" Bu şarkıyı çok seviyorum!!!﻿","0"
" *KATY SEN BİR BOKSUN GİDİP ÖL!!!!! ROAR BİR ŞAŞIRIYOR*﻿","0"
" Müziğinizi seviyorum","0"
" 6. sınıf öğretmenim aslında Katy Perry'e çok benziyordu...","0"
" Curti? buraya tıklayın ? https://www.facebook.com/demiilovatofas?ref=hl https://www.facebook.com/pages/Frases-Secretas/448800865296855?ref=hl﻿","1"
" http://www.ermail.pl/dolacz/UnNfY2I= Lütfen bağlantıya tıklayın","1"
" Gelin bunun parodisini izleyin!﻿","1"
" Lütfen bize abone olun ve teşekkür ederiz","1"
" LÜTFEN ISLAK SEAL MODEL 2015 YARIŞMASI İÇİN BANA OY VERİN! INSTAGRAM KULLANICI ADIM destinyforever_ http://www.wetseal.com/modelsearch15/modelsearch15.html﻿","1"
" BASİTÇE SÖYLEMEK GEREKİRSE, MÜŞTERİLERİMİZ BİZİ SEVİYOR... ve siz de seveceksiniz!https://www.facebook.com/greenleader﻿","1"
" https://binbox.io/DNCkM#qT4Q1JB1","1"
" Neredeyse 1 Milyar. Ne? Vay canına, GS berbat, bence.","0"
" Katty en iyisi!!!","0"
" Bu çok iyiydi, yani çok çok iyiydi","0"
" Bu şarkı benim için çok şey ifade ediyor, çok ama çok teşekkür ederim:-) Xxx﻿","0"
"  ;3﻿","0"
"KATY PERRY, BEN ""DÉCIO CABELO"", ""DECIO HAIR"". 60 YAŞINDAYIM. AİLEM YOK. BEKARIM. YALNIZIM. EVSİZİM. ALKOLİKTİM: 46 YAŞINDAYKEN 15 YAŞINDAYDIM. GÖRÜNMEZ BİR BESTECİYİM. HAYALİM ŞARKILARIMI KAYDETMEK. BANA YARDIMCI OLABİLİR MİSİNİZ? LÜTFEN! LÜTFEN! BANA BİR ŞANS VERECEĞİNİZE GÜVENİYORUM. YOUTUBE'DA 109 VİDEOM VAR: deciocabelo canal. KATY PERRY, BEN DE 25 EKİM'DE DOĞDUM. ÇOK TEŞEKKÜRLER!!! DECIO HAIR.﻿","1"
" Dürüst olmak gerekirse, Taylor Swift ve Adele dışında günümüz şarkıcılarından hiçbirini sevmiyorum. Ama bu şarkıyı her duyduğumda tüylerimin diken diken olduğunu söylemeliyim. Oldukça ilham verici!! Teşekkürler Bayan Perry!﻿","0"
" milyara ilk kim ulaşacak: katy mi taylor mu?﻿","0"
"abone olun bana","1"
"bana abone olun lütfen","1"
"kanalıma abone ol","1"
"bana abone ol","1"
"kanalıma göz at ","1"
"kanalıma tıkla","1"
"kanalıma bak","1"
"kanalımdaki linke tıkla","1"
"sayfamdan para kazan","1"
"bedava para için tıkla","1"
"kolay para hilesi","1"
"para için abone ol ","1"
"bana abone ol sana abone olayım","1"
"videomu beğen","1"
"videomu beğen seninkini beğeneyim","1"
"lütfen bana abone ol","1"
"hesabıma abone ol ","1"
"hesabıma gir","1"
"hesabıma tıkla","1"
"kolay para için abone ol","1"
"ekleyeni ekliyorum","1"
"gt için ekle","1"
"gt ","1"
"herkes bana abone olsun","1"
"abone olana abone olunur","1"
"abone olan herkese abone olurum","1"
"abone kasma hilesi","1"
"şarkımı dinleyin","1"
"videomu izleyin","1"
"videomu izleyin lütfen","1"
"videomu izleyip beğenin","1"
"abone ol","1"
"abone olup videmu izleyin","1"
"abone olup videomu beğenin lütfen","1"
"abone olup videomu beğenin","1"
"beni beğenin","1"
"beni beğenip abone olun","1"
" abone olun","1"
"para için tıkla","1"
"para için abone olun","1"
"para hilesi için ekle","1"
"para hilesi için abone ol","1"
"benim kanalıma da abone olun ","1"
"benim kanalıma da abone olun gençler","1"
"taytımı yırtar mısın","1"
"sulandım","1"
"ıslandım","1"
"ayaklarımı yalar mısın","1"
"ayak fotosu ","1"
"ayak gönder","1"
"ensara abone ol","1"
"naza abone ol","1"
"esraya abone ol","1"
"ensara abone olun","1"
"ne grubuna abone ol","1"
"ne grubuna abone olun","1"
"katty perry seviyorsan abone ol","1"
"allah çarpsın ki abone olcam ","1"
"anneni babanı seviyorsan abone ol","1"
"anneni seviyorsan abone ol","1"
"babanı seviyorsan abone ol","1"
"ablanı seviyorsan abone ol","1"
"aileni seviyorsan abone ol","1"
"bana abone olan herkesi çok seviyorum","1"
"bana abone olun sizi seviyorum","1"
